id_processo,id_cliente,id_fornecedor,incoterm,modal,data_embarque,data_chegada_prevista,data_chegada_real,status,taxa_cambio_usd_brl,lead_time_previsto_dias,lead_time_real_dias,desvio_lead_time_dias,flag_atraso,flag_atraso_grave,ano_embarque,mes_embarque,trimestre,ano_mes,custo_total_brl,custo_armazenagem_brl,custo_demurrage_brl,custo_despachante_brl,custo_frete_internacional_brl,custo_icms_brl,custo_imposto_importação_brl,custo_seguro_brl,valor_total_usd,valor_total_brl,custo_sobre_valor,flag_cambio_alto,peso_total_kg,custo_por_kg_brl,nome_cliente,segmento,estado,nome_fornecedor,pais,lead_time_medio_dias,confiabilidade
227,132,10,FOB,Marítimo,2024-11-15,2024-12-29,2024-12-29,Entregue,5.587,44,44,0,0,0,2024,11,4,2024-11,9050.16,1990.01,0.0,3530.42,1152.17,1512.14,765.93,99.49,1610.1,8995.6287,1.0061,1,16.92,534.88,Atlântico Porto Grupo Industrial S.A.,Industrial,PE,Siemens Components AG,EUA,77,Baixa
228,84,88,EXW,Marítimo,2023-03-22,2023-04-28,2023-04-27,Desembaraçado,5.2302,37,36,-1,0,0,2023,3,1,2023-03,403925.76,6048.5,0.0,5300.78,132829.05,160129.05,88796.37,10822.01,177339.14,927519.170028,0.4355,0,6402.737999999999,63.09,Prime Atlântico Grupo Industrial S.A.,Industrial,AM,Traton Group Parts,China,15,Alta
230,126,43,FOB,Marítimo,2024-09-10,2024-10-31,2024-10-29,Entregue,5.6838,51,49,-2,0,0,2024,9,3,2024-09,493386.72000000003,3904.49,0.0,2579.04,149508.5,197823.73,131759.13,7811.83,251851.72,1431474.806136,0.3447,1,17896.642,27.57,Pro Centro Exportações e Importações Ltda,Eletrônico,MT,GE Industrial USA,China,57,Média
234,93,32,CIF,Marítimo,2023-04-05,2023-06-04,2023-06-06,Atrasado,5.2597,60,62,2,1,0,2023,4,2,2023-04,154907.71,3448.18,0.0,1426.5,14489.48,71672.78,61587.6,2283.17,80640.73000000001,424146.047581,0.3652,0,3459.7239999999997,44.77,Delta Solar Distribuidora Nacional S.A.,Automotivo,GO,Hanoi Parts Ltd,Alemanha,85,Baixa
236,61,22,FOB,Marítimo,2023-05-30,2023-07-06,2023-07-04,Desembaraçado,5.0913,37,35,-2,0,0,2023,5,2,2023-05,236982.67,3370.18,0.0,1287.21,49673.47,95822.53,82424.42,4404.86,145212.37,739319.739381,0.3205,0,2232.425,106.15,Corp Horizonte Grupo Industrial S.A.,Automotivo,AM,Foxconn Manufacturing,EUA,32,Média
237,149,70,CIF,Aéreo,2024-01-24,2024-02-07,2024-02-20,Atrasado,5.3533,14,27,13,1,1,2024,1,1,2024-01,38837.880000000005,2324.11,0.0,4439.47,4234.52,12666.19,14387.34,786.25,18894.34,101147.070322,0.384,0,1206.1850000000002,32.2,Nacional Star Distribuidora Nacional S.A.,Industrial,DF,Dräxlmaier Group,Japão,89,Baixa
238,90,46,FOB,Marítimo,2024-07-08,2024-08-13,2024-08-13,Entregue,5.3667,36,36,0,0,0,2024,7,3,2024-07,45147.05,3010.94,0.0,2564.07,9352.29,13475.48,16120.18,624.09,17708.739999999998,95037.49495799998,0.475,0,782.456,57.7,Titan Tech Distribuidora Nacional S.A.,Eletrônico,AM,Caterpillar Parts USA,China,24,Alta
239,34,49,CIF,Marítimo,2024-02-12,2024-03-10,2024-03-23,Atrasado,5.6162,27,40,13,1,1,2024,2,1,2024-02,387791.85,2543.71,0.0,3611.22,42319.08,185302.06,140409.02,13606.76,209998.1,1179391.32922,0.3288,1,6418.625,60.42,Federal Continental Distribuidora Nacional S.A.,Varejo,RJ,Emerson Electric Supply,China,72,Baixa
241,47,86,CIF,Aéreo,2023-09-09,2023-09-21,2023-09-24,Atrasado,5.3653,12,15,3,1,0,2023,9,3,2023-09,601145.77,3249.93,0.0,4033.96,116851.81,222827.12,245242.03,8940.92,335471.62,1799905.8827860001,0.334,0,9185.451,65.45,Plus Max Trading Ltda,Varejo,MS,Modine Thermal,Alemanha,71,Baixa
242,113,99,FOB,Aéreo,2023-03-27,2023-04-03,2023-04-01,Entregue,5.0639,7,5,-2,0,0,2023,3,1,2023-03,244554.03,4326.76,0.0,2372.96,115966.0,62335.04,55558.74,3994.53,69156.65,350202.359935,0.6983,0,407.59400000000005,599.99,Nacional Meridian Trading Ltda,Varejo,SC,Honeywell Aerospace,China,15,Alta
243,180,79,FOB,Marítimo,2023-12-17,2024-01-25,2024-01-24,Entregue,5.4336,39,38,-1,0,0,2023,12,4,2023-12,6353250.88,3463.98,0.0,4639.23,1209030.86,2570109.51,2424908.24,141099.06,3014898.6,16381753.032960001,0.3878,0,78783.67,80.64,Corp Nacional Distribuidora Nacional S.A.,Industrial,DF,Lear Corporation Parts,EUA,23,Alta
244,14,90,FOB,Marítimo,2024-08-30,2024-10-29,2024-10-29,Entregue,5.5391,60,60,0,0,0,2024,8,3,2024-08,540489.79,3061.43,0.0,3182.37,143057.86,187059.23,191592.54,12536.36,217720.06,1205973.184346,0.4482,1,1954.402,276.55,Solar Apex Distribuidora Nacional S.A.,Varejo,PR,Kubota Industrial,EUA,57,Média
245,28,87,FOB,Marítimo,2023-05-15,2023-06-11,2023-06-10,Entregue,5.3889,27,26,-1,0,0,2023,5,2,2023-05,139966.9,1478.08,0.0,4420.28,26137.16,53703.6,52461.65,1766.13,61459.8,331200.71622,0.4226,0,292.135,479.12,Apex Corp Tecnologia e Comércio Ltda,Automotivo,CE,Wabash National,EUA,26,Alta
246,154,14,FOB,Aéreo,2023-06-10,2023-06-23,2023-06-28,Atrasado,5.225,13,18,5,1,0,2023,6,2,2023-06,318406.54,2456.41,0.0,3853.61,137679.21,93546.52,75423.59,5447.2,123411.65000000001,644825.87125,0.4938,0,868.72,366.52,Vega Âncora Soluções Industriais S.A.,Varejo,RJ,Mahindra Parts Ltd,México,41,Média
247,187,56,FOB,Aéreo,2024-11-07,2024-11-19,2024-11-19,Entregue,5.6307,12,12,0,0,0,2024,11,4,2024-11,3255133.21,4267.59,0.0,2139.74,1732251.41,650826.08,838405.95,27242.44,841289.83,4737050.645781,0.6872,1,23182.454999999998,140.41,Terra Atlântico Grupo Industrial S.A.,Varejo,AM,Bayer Industrial AG,China,45,Média
249,38,99,FOB,Marítimo,2023-03-13,2023-05-04,2023-05-02,Desembaraçado,5.0233,52,50,-2,0,0,2023,3,1,2023-03,59835.68,1197.32,1199.15,2087.36,17402.29,18123.05,18323.03,1503.48,27496.850000000002,138124.92660500002,0.4332,0,1726.272,34.66,Prime Tech Trading Ltda,Industrial,AM,Honeywell Aerospace,China,15,Alta
250,119,28,EXW,Marítimo,2024-06-10,2024-07-09,2024-07-07,Entregue,5.4427,29,27,-2,0,0,2024,6,2,2024-06,401759.33999999997,1425.08,0.0,5750.39,162254.1,115730.09,110616.26,5983.42,141886.22,772244.129594,0.5202,0,643.086,624.74,Continental Apex Grupo Industrial S.A.,Automotivo,ES,BYD Battery Systems,Coreia do Sul,32,Alta
252,13,84,FOB,Marítimo,2023-06-14,2023-08-04,2023-08-02,Entregue,5.2225,51,49,-2,0,0,2023,6,2,2023-06,53341.7,3951.91,0.0,1823.76,8649.38,21333.43,16265.02,1318.2,24396.96,127413.12359999999,0.4187,0,37.638,1417.23,Porto Prime Grupo Industrial S.A.,Eletrônico,PE,Dorman Products,China,39,Alta
255,111,86,CIF,Marítimo,2023-07-31,2023-09-22,2023-10-09,Atrasado,5.4159,53,70,17,1,1,2023,7,3,2023-07,397568.86,743.52,0.0,3902.18,30182.06,170506.12,185734.22,6500.76,219144.82,1186866.430638,0.335,0,12780.353,31.11,Beta Federal Grupo Industrial S.A.,Automotivo,RJ,Modine Thermal,Alemanha,71,Baixa
256,113,83,FOB,Marítimo,2024-03-11,2024-05-09,2024-05-07,Entregue,5.4662,59,57,-2,0,0,2024,3,1,2024-03,46881.85,1708.41,0.0,3523.46,14896.72,14564.71,11107.18,1081.37,19493.35,106554.54976999998,0.44,0,242.58599999999998,193.26,Nacional Meridian Trading Ltda,Varejo,SC,Superior Industries,Alemanha,52,Média
257,42,41,EXW,Marítimo,2024-02-04,2024-02-29,2024-02-28,Entregue,5.4598,25,24,-1,0,0,2024,2,1,2024-02,122904.84999999999,1148.45,0.0,2322.86,49333.57,30993.09,36452.11,2654.77,44849.880000000005,244871.37482400006,0.5019,0,1946.6909999999998,63.14,Ômega Brasil Comércio Exterior Ltda,Varejo,MT,Kia Supply Chain Korea,China,39,Alta
258,64,98,CIF,Marítimo,2024-03-18,2024-05-16,2024-05-16,Entregue,5.372,59,59,0,0,0,2024,3,1,2024-03,30488.5,591.36,4955.76,4005.19,884.16,9331.96,10187.25,532.82,10096.44,54238.07568,0.5621,0,355.818,85.69,Titan Atlântico Trading Ltda,Industrial,PE,Safran Supply Chain,Índia,35,Alta
259,187,56,EXW,Marítimo,2023-12-06,2024-01-13,2024-01-13,Entregue,5.0798,38,38,0,0,0,2023,12,4,2023-12,71841.20999999999,2566.74,0.0,4619.57,28044.05,17648.35,17698.91,1263.59,28608.12,145323.52797599998,0.4944,0,43.092,1667.16,Terra Atlântico Grupo Industrial S.A.,Varejo,AM,Bayer Industrial AG,China,45,Média
260,121,33,FOB,Marítimo,2023-06-02,2023-07-09,2023-07-10,Atrasado,5.1861,37,38,1,1,0,2023,6,2,2023-06,515313.87,519.65,0.0,2892.35,148476.02,164706.98,191791.11,6927.76,241002.62,1249863.687582,0.4123,0,16897.895,30.5,Inter Nacional Exportações e Importações Ltda,Eletrônico,RJ,Ho Chi Minh Trade,China,32,Alta
261,181,22,EXW,Aéreo,2024-08-02,2024-08-17,2024-08-17,Entregue,5.4357,15,15,0,0,0,2024,8,3,2024-08,387077.52,1621.1,1886.71,2270.36,223792.88,100895.12,51654.07,4957.28,104252.18999999999,566683.629183,0.6831,0,6213.7429999999995,62.29,Solar Inter Exportações e Importações Ltda,Eletrônico,DF,Foxconn Manufacturing,EUA,32,Média
262,112,4,FOB,Marítimo,2024-09-24,2024-11-09,2024-11-16,Atrasado,5.3986,46,53,7,1,0,2024,9,3,2024-09,480929.61999999994,2341.38,0.0,3576.66,89604.83,189582.27,190038.83,5785.65,216738.91999999998,1170086.733512,0.411,0,3859.739,124.6,Real Norte Distribuidora Nacional S.A.,Eletrônico,SP,Guangzhou Industrial Corp,Índia,29,Alta
263,94,75,CIF,Marítimo,2023-02-01,2023-03-18,2023-03-17,Entregue,5.1186,45,44,-1,0,0,2023,2,1,2023-02,527723.88,950.84,0.0,1666.21,19325.62,208748.46,282300.62,14732.13,325336.82,1665269.046852,0.3169,0,3809.449,138.53,Inter Atlas Exportações e Importações Ltda,Varejo,BA,Dana Incorporated,China,30,Média
264,75,4,CIF,Marítimo,2024-01-17,2024-03-02,2024-02-29,Entregue,5.4698,45,43,-2,0,0,2024,1,1,2024-01,981483.27,3392.0,0.0,4531.91,44980.28,428152.57,485936.96,14489.55,533251.68,2916780.0392640005,0.3365,0,4436.415,221.23,Delta Max Trading Ltda,Eletrônico,DF,Guangzhou Industrial Corp,Índia,29,Alta
265,79,6,FOB,Marítimo,2024-06-12,2024-07-24,2024-07-22,Entregue,5.4704,42,40,-2,0,0,2024,6,2,2024-06,60724.26,3418.72,4917.56,2753.21,15241.16,19856.84,13090.93,1445.84,23064.59,126172.533136,0.4813,0,152.14800000000002,399.11,Corp Atlântico Comércio Exterior Ltda,Automotivo,MS,Ford Components LLC,México,28,Alta
266,179,62,CIF,Marítimo,2024-07-01,2024-08-17,2024-08-15,Entregue,5.5399,47,45,-2,0,0,2024,7,3,2024-07,544099.17,4007.49,0.0,3995.94,32199.7,235776.42,254853.35,13266.27,288891.63999999996,1600430.796436,0.34,1,1311.97,414.72,Star Corp Distribuidora Nacional S.A.,Industrial,SC,ZF Friedrichshafen AG,Índia,41,Média
267,185,66,CIF,Marítimo,2023-07-29,2023-08-31,2023-08-31,Entregue,5.4768,33,33,0,0,0,2023,7,3,2023-07,153441.35,1637.8,0.0,3658.95,7381.36,70963.63,64104.12,5695.49,102811.93999999999,563080.4329919999,0.2725,0,7183.999,21.36,Star Brasil Tecnologia e Comércio Ltda,Varejo,SP,Knorr-Bremse AG,China,22,Alta
269,44,5,FOB,Marítimo,2023-03-12,2023-04-08,2023-04-06,Entregue,5.0593,27,25,-2,0,0,2023,3,1,2023-03,657917.0499999999,3302.5,0.0,4683.63,127055.45,238193.94,276975.11,7706.42,302798.94999999995,1531950.727735,0.4295,0,9285.42,70.85,Norte Real Indústria e Comércio Ltda,Industrial,GO,General Motors Supply,Índia,27,Alta
271,20,12,CIF,Marítimo,2024-11-11,2024-12-11,2024-12-10,Entregue,5.6169,30,29,-1,0,0,2024,11,4,2024-11,192716.72999999998,2486.23,1499.61,4687.99,18668.62,100578.93,59339.67,5455.68,110756.98,622110.880962,0.3098,1,4976.8189999999995,38.72,Federal Continental Trading Ltda,Eletrônico,PE,Mercedes Supply GmbH,EUA,51,Média
274,3,33,FOB,Marítimo,2024-01-27,2024-03-06,2024-03-04,Entregue,5.4256,39,37,-2,0,0,2024,1,1,2024-01,159226.68,1147.82,0.0,2981.49,51035.55,51952.58,47914.64,4194.6,67571.08,366613.651648,0.4343,0,916.9549999999999,173.65,Global Titan Trading Ltda,Automotivo,PE,Ho Chi Minh Trade,China,32,Alta
275,134,50,FOB,Aéreo,2024-07-20,2024-07-25,2024-07-24,Entregue,5.748,5,4,-1,0,0,2024,7,3,2024-07,643569.36,4355.98,0.0,4303.07,261429.89,234958.76,125857.67,12663.99,250576.19999999998,1440311.9976,0.4468,1,13108.625999999998,49.1,Plus Group Trading Ltda,Varejo,AM,Illinois Tool Works,China,18,Alta
276,138,44,CIF,Aéreo,2023-07-15,2023-07-24,2023-07-23,Entregue,4.9877,9,8,-1,0,0,2023,7,3,2023-07,165638.72,3100.38,0.0,2432.61,17866.07,81846.78,56909.58,3483.3,119880.57,597928.318989,0.277,0,2695.761,61.44,Pro Porto Soluções Industriais S.A.,Industrial,RS,3M Supply Chain,China,38,Alta
278,63,73,EXW,Marítimo,2024-09-24,2024-11-18,2024-11-17,Entregue,5.5809,55,54,-1,0,0,2024,9,3,2024-09,341327.35,6197.88,0.0,3883.09,121053.49,127917.31,77388.0,4887.58,146020.33000000002,814924.859697,0.4188,1,4571.232,74.67,Brasil Group Indústria e Comércio Ltda,Industrial,PR,Modine Manufacturing,EUA,35,Alta
281,95,49,CIF,Marítimo,2023-03-08,2023-04-12,2023-04-10,Entregue,5.1782,35,33,-2,0,0,2023,3,1,2023-03,80980.76,2719.77,0.0,4070.13,8685.51,31332.76,32685.84,1486.75,47782.71,247428.42892200002,0.3273,0,4641.138,17.45,Centro Alfa Importações S.A.,Varejo,RS,Emerson Electric Supply,China,72,Baixa
283,117,75,FOB,Marítimo,2023-01-04,2023-03-03,2023-03-01,Desembaraçado,5.0871,58,56,-2,0,0,2023,1,1,2023-01,8525.98,2565.12,0.0,3060.67,826.34,1166.45,816.51,90.89,1767.73,8992.619283,0.9481,0,34.937,244.04,Beta Uni Indústria e Comércio Ltda,Eletrônico,MG,Dana Incorporated,China,30,Média
284,150,60,EXW,Marítimo,2023-08-04,2023-09-03,2023-09-02,Entregue,5.2174,30,29,-1,0,0,2023,8,3,2023-08,9899052.34,932.89,0.0,6119.26,4206555.8,2694252.94,2795498.96,195692.49,4006563.11,20903842.370114,0.4736,0,81259.963,121.82,Real Horizonte Grupo Industrial S.A.,Automotivo,CE,Faurecia Components,Índia,57,Média
285,64,93,FOB,Aéreo,2024-04-21,2024-05-05,2024-05-04,Desembaraçado,5.4728,14,13,-1,0,0,2024,4,2,2024-04,172222.06999999998,2311.85,0.0,2863.01,97265.79,36589.78,30890.31,2301.33,54556.61,298577.41520800005,0.5768,0,5102.356999999999,33.75,Titan Atlântico Trading Ltda,Industrial,PE,Perkins Engines Ltd,China,51,Média
286,14,60,CIF,Marítimo,2023-06-26,2023-07-31,2023-07-29,Desembaraçado,5.1573,35,33,-2,0,0,2023,6,2,2023-06,894195.6399999999,1944.48,0.0,2191.97,53747.19,548482.24,273059.31,14770.45,617550.32,3184892.265336,0.2808,0,4527.0599999999995,197.52,Solar Apex Distribuidora Nacional S.A.,Varejo,PR,Faurecia Components,Índia,57,Média
287,30,35,FOB,Marítimo,2024-02-14,2024-04-03,2024-04-02,Entregue,5.4293,49,48,-1,0,0,2024,2,1,2024-02,66571.34,599.16,0.0,1854.21,15061.77,29084.87,18105.49,1865.84,33018.32,179266.36477599997,0.3714,0,1270.944,52.38,Horizonte Solar Comércio Exterior Ltda,Eletrônico,MS,Fiat Components Italy,China,36,Alta
288,123,78,CIF,Aéreo,2024-05-09,2024-05-16,2024-05-16,Entregue,5.3953,7,7,0,0,0,2024,5,2,2024-05,77890.1,2217.94,0.0,1306.86,15479.3,31007.66,26126.16,1752.18,39484.600000000006,213031.26238000003,0.3656,0,142.927,544.96,Delta Pacífico Tecnologia e Comércio Ltda,Varejo,AM,Aptiv Components,Índia,37,Alta
289,154,62,FOB,Marítimo,2024-10-27,2024-11-28,2024-11-27,Entregue,5.679,32,31,-1,0,0,2024,10,4,2024-10,184619.25,3988.67,0.0,2649.29,36689.6,84434.41,54726.84,2130.44,92771.42,526848.8941800001,0.3504,1,713.5,258.75,Vega Âncora Soluções Industriais S.A.,Varejo,RJ,ZF Friedrichshafen AG,Índia,41,Média
290,89,18,FOB,Marítimo,2024-06-02,2024-07-30,2024-07-28,Entregue,5.4248,58,56,-2,0,0,2024,6,2,2024-06,12304.73,2249.9,0.0,4163.5,1829.36,1966.72,1930.13,165.12,2680.47,14541.013656,0.8462,0,130.88,94.02,Trans Multi Logística e Comércio Eireli,Varejo,GO,Panasonic Supply Japan,México,32,Média
291,40,72,EXW,Marítimo,2024-09-14,2024-11-02,2024-11-02,Desembaraçado,5.2975,49,49,0,0,0,2024,9,3,2024-09,309280.92,4946.86,0.0,1710.16,86128.54,114378.17,96270.93,5846.26,127124.18,673440.34355,0.4593,0,5076.915999999999,60.92,Max Capital Trading Ltda,Automotivo,RJ,Grammer AG Components,EUA,36,Alta
292,179,38,CIF,Aéreo,2024-05-21,2024-05-28,2024-05-26,Entregue,5.3339,7,5,-2,0,0,2024,5,2,2024-05,640547.68,1821.33,0.0,3918.35,180828.15,227272.37,214865.06,11842.42,307344.54,1639345.0419059999,0.3907,0,16364.352,39.14,Star Corp Distribuidora Nacional S.A.,Industrial,SC,Nissan Mexico Supply,China,26,Alta
293,97,23,CIF,Marítimo,2024-04-16,2024-05-27,2024-05-26,Entregue,5.6683,41,40,-1,0,0,2024,4,2,2024-04,589725.99,997.29,0.0,1270.73,57004.56,269407.66,253628.9,7416.85,297069.68,1683880.067144,0.3502,1,16093.374,36.64,Sul Pro Indústria e Comércio Ltda,Varejo,AM,Haier Global Trade,Taiwan,28,Alta
294,145,97,CIF,Marítimo,2024-11-30,2024-12-25,2024-12-25,Entregue,5.4105,25,25,0,0,0,2024,11,4,2024-11,452911.0,771.78,0.0,3926.23,36909.79,219678.79,180814.62,10809.79,230056.27,1244719.448835,0.3639,0,11727.071,38.62,Atlântico Nexus Comércio Exterior Ltda,Industrial,DF,GKN Aerospace Parts,Japão,53,Média
296,67,7,CIF,Marítimo,2023-07-19,2023-09-07,2023-09-07,Entregue,5.396,50,50,0,0,0,2023,7,3,2023-07,745838.9,3731.33,0.0,4188.47,72513.5,324598.95,331425.33,9381.32,400742.2,2162404.9112,0.3449,0,23948.131,31.14,Apex Star Tecnologia e Comércio Ltda,Varejo,PE,American Industrial Parts,EUA,38,Alta
297,179,72,FOB,Marítimo,2024-09-17,2024-10-28,2024-10-27,Desembaraçado,5.4385,41,40,-1,0,0,2024,9,3,2024-09,584674.12,4458.79,0.0,3532.9,172258.98,214221.4,174537.41,15664.64,251906.79,1369995.0774150002,0.4268,0,2790.876,209.49,Star Corp Distribuidora Nacional S.A.,Industrial,SC,Grammer AG Components,EUA,36,Alta
299,33,94,CIF,Marítimo,2023-11-25,2024-01-24,2024-01-22,Desembaraçado,5.3429,60,58,-2,0,0,2023,11,4,2023-11,85471.78,1646.62,4255.22,2158.23,6796.23,40478.25,27989.37,2147.86,56972.87,304400.347123,0.2808,0,2546.0499999999997,33.57,Multi Real Trading Ltda,Eletrônico,MT,MTU Friedrichshafen,Índia,27,Alta
301,97,27,FOB,Marítimo,2023-03-31,2023-05-18,2023-05-18,Entregue,5.3225,48,48,0,0,0,2023,3,1,2023-03,296348.82,2284.27,5922.71,4479.86,62879.46,105027.4,110693.13,5061.99,109784.66,584328.85285,0.5072,0,678.539,436.75,Sul Pro Indústria e Comércio Ltda,Varejo,AM,DJI Supply Co.,China,34,Média
302,123,74,FOB,Aéreo,2023-08-10,2023-08-24,2023-08-24,Desembaraçado,5.2888,14,14,0,0,0,2023,8,3,2023-08,261011.52000000002,605.23,0.0,3056.06,92451.11,71988.11,89552.74,3358.27,85274.29,450998.66495199996,0.5787,0,1466.4,177.99,Delta Pacífico Tecnologia e Comércio Ltda,Varejo,AM,Gentex Corporation,México,32,Alta
303,97,38,FOB,Marítimo,2024-11-27,2025-01-09,2025-01-09,Em trânsito,5.3284,43,43,0,0,0,2024,11,4,2024-11,38282.95,719.69,1940.18,3595.29,11177.96,11156.27,8952.63,740.93,16704.28,89007.085552,0.4301,0,261.322,146.5,Sul Pro Indústria e Comércio Ltda,Varejo,AM,Nissan Mexico Supply,China,26,Alta
305,180,56,EXW,Marítimo,2024-03-29,2024-05-15,2024-05-14,Entregue,5.796,47,46,-1,0,0,2024,3,1,2024-03,606447.12,4179.37,0.0,5701.57,223770.61,184748.1,181464.05,6583.42,193117.44,1119308.68224,0.5418,1,6457.093,93.92,Corp Nacional Distribuidora Nacional S.A.,Industrial,DF,Bayer Industrial AG,China,45,Média
307,68,76,FOB,Aéreo,2023-07-21,2023-07-29,2023-07-28,Entregue,5.3852,8,7,-1,0,0,2023,7,3,2023-07,122850.24,2532.87,0.0,4265.04,50042.21,30481.32,33965.82,1562.98,32220.98,173516.421496,0.708,0,30.705,4000.98,Sul Prime Indústria e Comércio Ltda,Automotivo,DF,BorgWarner Inc Supply,EUA,34,Alta
309,27,69,EXW,Marítimo,2024-11-17,2024-12-28,2024-12-27,Desembaraçado,5.4489,41,40,-1,0,0,2024,11,4,2024-11,42454.26,4176.53,0.0,3932.05,13427.77,11336.86,9138.98,442.07,11846.63,64551.102206999996,0.6577,0,621.537,68.31,Horizonte Tech Grupo Industrial S.A.,Eletrônico,MG,Leoni Wire Systems,China,32,Alta
310,23,47,FOB,Marítimo,2024-09-17,2024-10-27,2024-10-26,Entregue,5.4627,40,39,-1,0,0,2024,9,3,2024-09,179003.09999999998,1538.0,4215.01,2903.79,43918.6,77984.81,46551.3,1891.59,84616.70999999999,462235.70171699993,0.3873,0,3165.729,56.54,Pro Net Soluções Industriais S.A.,Automotivo,AM,John Deere Supply,Coreia do Sul,34,Alta
311,90,46,EXW,Aéreo,2024-09-14,2024-09-20,2024-09-19,Entregue,5.6335,6,5,-1,0,0,2024,9,3,2024-09,463426.47000000003,1260.77,0.0,1988.24,239210.19,94311.11,119563.27,7092.89,117222.44,660372.61574,0.7018,1,3420.919,135.47,Titan Tech Distribuidora Nacional S.A.,Eletrônico,AM,Caterpillar Parts USA,China,24,Alta
312,104,62,CIF,Aéreo,2023-04-16,2023-04-26,2023-04-25,Desembaraçado,5.1789,10,9,-1,0,0,2023,4,2,2023-04,104426.98,3197.36,0.0,4049.27,22282.04,46889.78,26745.52,1263.01,52196.67,270321.334263,0.3863,0,1044.0819999999999,100.02,Centro Titan Importações S.A.,Varejo,BA,ZF Friedrichshafen AG,Índia,41,Média
313,111,60,EXW,Marítimo,2023-05-24,2023-07-06,2023-07-06,Entregue,5.0769,43,43,0,0,0,2023,5,2,2023-05,2665203.06,5107.23,0.0,5974.5,946231.14,678307.2,990744.41,38838.58,1035499.3699999999,5257126.751553,0.507,0,14787.393,180.23,Beta Federal Grupo Industrial S.A.,Automotivo,RJ,Faurecia Components,Índia,57,Média
314,68,5,CIF,Aéreo,2023-12-26,2024-01-03,2024-01-02,Desembaraçado,5.3689,8,7,-1,0,0,2023,12,4,2023-12,84017.65,672.54,0.0,3768.18,17755.19,25905.49,33645.13,2271.12,39227.979999999996,210611.10182199997,0.3989,0,953.8960000000001,88.08,Sul Prime Indústria e Comércio Ltda,Automotivo,DF,General Motors Supply,Índia,27,Alta
315,120,37,EXW,Marítimo,2023-01-25,2023-03-22,2023-03-21,Entregue,4.9976,56,55,-1,0,0,2023,1,1,2023-01,4915932.88,2877.66,7277.03,4566.09,1500618.38,1495950.06,1798435.74,106207.92,2058530.2,10287710.527520001,0.4778,0,63893.634,76.94,Apex Horizonte Importações S.A.,Automotivo,MS,Volkswagen Mexico Parts,Alemanha,43,Média
316,92,31,FOB,Aéreo,2023-02-20,2023-02-28,2023-02-26,Entregue,5.1686,8,6,-2,0,0,2023,2,1,2023-02,375462.18,2732.75,0.0,2558.59,136620.87,106225.62,123197.23,4127.12,127292.45000000001,657923.75707,0.5707,0,1983.0120000000002,189.34,Solar Horizonte Trading Ltda,Eletrônico,MG,Vietnam Manufacturing Co.,Alemanha,60,Média
317,122,9,EXW,Marítimo,2024-10-05,2024-10-30,2024-10-30,Entregue,5.7491,25,25,0,0,0,2024,10,4,2024-10,124739.56,4701.79,0.0,2410.47,33175.6,43541.63,38004.22,2905.85,44150.99,253828.45660900002,0.4914,1,1709.9980000000003,72.95,Solar Brasil Soluções Industriais S.A.,Automotivo,ES,BMW Parts GmbH,China,25,Alta
318,40,41,FOB,Aéreo,2023-10-08,2023-10-20,2023-10-18,Desembaraçado,5.2236,12,10,-2,0,0,2023,10,4,2023-10,918827.9800000001,1632.16,0.0,2581.43,421446.84,219441.51,258731.01,14995.03,259125.71000000002,1353569.0587560001,0.6788,0,16144.841,56.91,Max Capital Trading Ltda,Automotivo,RJ,Kia Supply Chain Korea,China,39,Alta
319,11,23,EXW,Marítimo,2024-11-12,2024-12-24,2024-12-22,Desembaraçado,5.547,42,40,-2,0,0,2024,11,4,2024-11,593400.74,3468.36,0.0,1863.08,200007.92,167799.9,211813.79,8447.69,248899.53,1380645.69291,0.4298,1,10225.0,58.03,Brasil Nacional Soluções Industriais S.A.,Varejo,AM,Haier Global Trade,Taiwan,28,Alta
321,182,87,FOB,Marítimo,2024-11-27,2025-01-20,2025-01-18,Em trânsito,5.8,54,52,-2,0,0,2024,11,4,2024-11,4264334.2,2510.13,4931.87,4041.64,1320570.53,1335887.0,1520400.96,75992.07,1806424.25,10477260.65,0.407,1,53167.771,80.21,Capital Delta Logística e Comércio Eireli,Varejo,MT,Wabash National,EUA,26,Alta
323,53,9,FOB,Marítimo,2023-12-04,2024-01-21,2024-01-21,Entregue,5.4018,48,48,0,0,0,2023,12,4,2023-12,88388.91,2280.7,0.0,2729.69,14864.62,30430.93,36639.26,1443.71,34106.39,184235.89750199998,0.4798,0,1001.859,88.22,Prime Multi Importações S.A.,Eletrônico,BA,BMW Parts GmbH,China,25,Alta
324,154,41,FOB,Marítimo,2024-03-31,2024-05-12,2024-05-10,Desembaraçado,5.3409,42,40,-2,0,0,2024,3,1,2024-03,355755.41000000003,3818.79,0.0,3924.08,105259.07,127303.65,111131.27,4318.55,179394.42,958127.6577780001,0.3713,0,10354.278,34.36,Vega Âncora Soluções Industriais S.A.,Varejo,RJ,Kia Supply Chain Korea,China,39,Alta
327,135,82,EXW,Marítimo,2024-11-24,2025-01-22,2025-02-06,Atrasado,5.6964,59,74,15,1,1,2024,11,4,2024-11,1460103.22,2744.7,6776.42,1662.64,447368.4,451989.03,527851.3,21710.73,631418.73,3596813.6535719996,0.4059,1,4247.5,343.76,Plus Star Comércio Exterior Ltda,Automotivo,PR,Stoneridge Components,China,23,Alta
