id_item,id_processo,id_produto,quantidade,valor_total_usd
1067,368,372,158,704245.46
1068,368,351,476,93472.16
1069,369,199,120,212830.33
1070,369,84,137,2403.79
1071,369,3,28,2722.93
1072,369,497,396,94427.76
1073,370,403,266,20061.43
1074,371,116,31,11665.88
1075,371,38,164,11164.64
1076,371,113,333,81741.03
1077,371,393,136,5709.26
1078,372,349,426,14518.83
1079,373,407,77,9938.43
1080,373,48,458,16319.69
1081,373,165,53,2293.91
1082,373,240,268,10249.42
1083,374,315,20,2217.01
1084,374,114,435,69148.51
1085,374,189,480,15050.06
1086,374,354,386,62762.41
1087,375,301,109,20773.55
1088,375,67,449,14742.56
1089,375,199,175,307880.71
1090,375,373,390,112561.98
1091,376,201,244,653585.38
1092,376,190,145,7334.16
1093,376,53,305,118650.45
1094,377,209,229,36975.17
1095,377,323,218,15962.38
1096,377,124,257,118510.28
1097,378,432,269,26962.08
1098,378,57,18,8090.84
1099,378,216,382,45643.7
1100,378,280,200,18531.04
1101,378,269,375,10371.93
1102,379,477,305,82675.21
1103,379,446,213,118241.14
1104,380,231,199,54606.39
1105,380,54,65,16833.86
1106,380,164,180,3339.71
1107,380,29,332,12565.01
1108,381,99,297,110040.48
1109,382,49,313,49532.86
1110,382,214,82,20236.4
1111,382,125,439,36730.71
1112,382,383,380,13617.77
1113,383,41,40,147342.28
1114,383,84,139,2359.73
1115,384,273,437,94371.84
1116,384,356,174,59753.31
1117,384,135,316,536496.1
1118,385,11,147,29510.97
1119,386,472,416,209386.42
1120,386,27,265,62066.9
1121,386,174,343,68676.54
1122,386,394,246,7996.8
1123,386,168,273,26546.4
1124,387,457,481,140147.42
1125,388,203,202,125548.39
1126,389,291,92,679785.61
1127,390,60,95,13803.07
1128,391,194,29,5539.13
1129,392,341,97,18988.32
1130,392,268,278,16079.96
1131,392,310,393,75129.17
1132,392,153,224,10172.66
1133,393,33,70,18879.61
1134,393,50,160,408268.98
1135,393,39,460,728372.43
1136,394,255,175,54919.71
1137,394,421,200,30411.87
1138,394,271,94,19071.49
1139,394,284,277,116595.42
1140,394,489,421,44984.92
1141,395,489,275,29353.88
1142,395,158,251,102259.34
1143,395,236,489,9991.75
1144,396,194,94,17456.08
1145,396,155,434,44523.75
1146,397,84,223,3478.03
1147,397,10,250,34304.6
1148,397,136,12,1343.54
1149,398,44,112,57692.72
1150,398,130,285,679748.43
1151,399,452,41,196122.42
1152,400,367,90,116187.49
1153,400,37,335,22129.89
1154,400,312,125,62559.91
1155,400,344,17,1941.7
1156,400,331,150,33188.48
1157,401,472,309,159692.8
1158,401,142,198,41561.42
1159,401,483,216,20453.5
1160,401,418,297,52189.2
1161,402,119,49,110497.5
1162,402,123,62,37572.97
1163,403,213,101,39564.26
1164,403,439,62,101429.84
1165,403,363,277,140335.68
1166,404,8,179,16556.58
1167,404,155,446,46357.99
1168,404,403,151,12517.18
1169,404,257,387,104024.84
1170,405,49,117,19681.2
1171,405,240,411,14882.68
1172,405,412,120,3391.7
1173,405,207,421,423804.4
1174,406,440,94,10027.97
1175,406,60,10,1467.81
1176,407,190,80,4182.04
1177,408,437,227,16928.37
1178,408,1,177,1921.24
1179,408,421,399,54813.4
1180,408,369,296,41305.0
1181,409,331,371,78616.89
1182,409,495,169,63122.32
1183,409,492,172,5423.93
1184,409,481,462,5649.58
1185,410,89,499,54491.66
1186,410,218,334,757627.57
1187,411,375,440,674164.5
1188,411,206,236,141777.95
1189,412,315,360,35420.91
1190,412,288,470,20519.46
1191,412,402,188,5842.18
1192,413,497,447,101233.93
1193,413,360,353,34530.1
1194,413,57,227,84720.92
1195,414,289,458,82550.68
1196,414,487,490,52482.77
1197,414,479,201,10575.04
1198,414,62,392,91041.58
1199,414,400,110,3138.11
1200,415,456,109,14771.64
1201,415,379,168,78667.02
1202,415,113,476,111757.91
1203,415,236,139,3056.18
1204,415,115,16,4427.64
1205,416,252,341,9111.43
1206,417,17,213,49165.19
1207,417,25,366,30086.4
1208,417,255,150,47104.05
1209,417,199,302,523909.76
1210,418,354,321,52446.56
1211,418,394,261,7991.41
1212,418,474,393,12722.06
1213,418,234,394,12987.08
1214,419,457,29,9815.11
1215,420,366,467,331103.51
1216,420,241,371,4848.68
1217,420,459,455,216792.92
1218,420,50,52,138248.58
1219,420,242,443,10198.96
1220,421,222,336,58066.95
1221,421,208,170,7979.89
1222,421,408,288,23335.17
1223,421,491,446,88983.29
1224,422,329,387,38262.72
1225,422,253,438,23541.57
1226,422,451,470,4070824.1
1227,422,378,373,707738.44
1228,422,129,310,53246.31
1229,423,493,274,15296.71
1230,423,44,350,166917.58
1231,423,72,438,221123.49
1232,424,155,43,4844.16
1233,425,319,85,4291.68
1234,425,295,52,86094.23
1235,425,212,32,127764.22
1236,425,446,111,63891.8
1237,425,278,219,10689.71
1238,426,72,169,87148.39
1239,427,139,70,29487.25
1240,427,269,300,8999.07
1241,427,437,54,4461.19
1242,428,129,55,10031.71
1243,428,389,56,1627.11
1244,428,98,54,9677.01
1245,428,10,312,45608.52
1246,429,343,402,30170.28
1247,430,308,121,9219.3
1248,431,281,51,174922.08
1249,431,326,492,3369.56
1250,431,143,438,14279.39
1251,431,11,492,96585.65
1252,432,101,392,64325.89
1253,432,423,77,8071.62
1254,433,496,371,10992.74
1255,433,341,152,27081.06
1256,433,26,171,88524.43
1257,433,20,437,48651.72
1258,434,401,100,1466.63
1259,434,313,142,6424.87
1260,435,21,57,12048.38
1261,435,120,306,22156.5
1262,435,407,405,46150.91
1263,436,149,434,9602.02
1264,436,215,435,611102.64
1265,436,470,496,100832.65
1266,436,68,207,12099.56
1267,437,249,117,13194.61
1268,437,94,232,39085.49
1269,437,349,425,14325.55
1270,437,208,157,7422.18
1271,437,17,368,94134.67
1272,438,293,434,170982.98
1273,438,200,147,14069.31
1274,438,291,405,2576834.87
1275,438,8,121,11115.92
1276,438,461,26,5477.99
1277,439,55,347,624421.93
1278,439,294,253,53018.36
1279,439,487,310,33707.71
1280,439,216,298,35543.87
1281,439,357,311,24293.83
1282,440,421,369,50617.48
1283,440,313,193,8825.97
1284,440,222,14,2581.38
1285,441,347,181,62606.14
1286,441,414,472,97025.34
1287,441,432,477,48430.02
1288,441,149,93,2269.95
1289,442,231,395,97370.92
1290,442,320,424,13297.13
1291,443,455,304,612739.47
1292,443,297,384,117095.29
1293,443,385,437,29853.07
1294,443,268,380,21701.04
1295,443,174,182,39585.02
1296,444,367,163,199008.02
1297,444,127,485,512788.64
1298,444,172,400,13057.7
1299,444,200,484,45084.59
1300,445,477,228,60491.29
1301,445,454,498,114800.36
1302,445,314,313,10170.56
1303,445,416,272,10553.44
1304,446,430,463,19319.72
1305,446,118,367,23104.65
1306,446,404,111,1920.77
1307,447,200,394,35203.99
1308,447,169,349,29761.05
1309,447,285,37,3755.67
1310,447,161,168,2282.23
1311,447,127,82,95608.64
1312,448,56,212,23236.88
1313,448,118,10,681.83
1314,448,78,112,43822.59
1315,448,251,164,31718.5
1316,449,400,130,3806.4
1317,449,134,233,46625.15
1318,450,66,88,4191.58
1319,450,276,442,173590.43
1320,451,130,254,585573.63
1321,452,436,251,102742.54
1322,453,105,367,25781.32
1323,453,50,251,609649.87
1324,453,61,435,61177.12
1325,453,66,134,6015.21
1326,454,44,208,96136.43
1327,455,296,214,26465.0
1328,455,141,469,76190.91
1329,456,407,315,34921.48
1330,456,372,46,211317.91
1331,456,378,352,711900.11
1332,456,433,310,87481.27
1333,457,385,101,7623.39
1334,457,392,198,109217.5
1335,457,292,266,1237905.01
1336,457,186,322,171102.22
1337,457,128,213,9402.88
1338,458,284,80,37028.07
1339,458,375,32,54141.73
1340,459,347,57,20910.32
1341,459,241,344,4225.02
1342,459,122,87,86634.2
1343,459,396,208,4418.08
1344,460,23,27,2176.96
1345,460,367,498,588083.23
1346,460,197,93,6239.78
1347,460,470,274,55698.97
1348,461,137,422,146602.61
1349,461,344,361,36456.29
1350,461,347,345,118830.34
1351,461,436,421,177224.62
1352,462,181,173,35139.06
1353,462,495,269,91990.32
1354,463,296,15,2018.19
1355,463,485,353,16189.14
1356,463,496,404,11653.71
1357,463,84,227,3572.82
1358,464,242,319,7930.13
1359,465,433,267,78403.52
1360,465,253,252,13603.58
1361,465,195,442,110104.26
1362,465,164,196,3629.03
1363,466,443,227,148741.9
1364,466,454,206,49019.58
1365,467,100,86,10507.77
1366,468,151,142,47538.6
1367,468,487,426,47851.45
1368,468,25,456,36469.52
1369,468,492,34,1134.51
1370,468,48,30,1194.19
1371,469,306,245,10575.44
1372,469,361,465,1395069.1
1373,469,471,199,59320.8
1374,469,440,182,18500.24
1375,470,358,287,17152.91
1376,471,1,192,2099.31
1377,471,179,238,101423.78
1378,471,249,335,32917.77
1379,472,472,192,103632.66
1380,473,288,388,16865.16
1381,473,219,99,49845.64
1382,473,480,58,2329.5
1383,473,466,84,4413.55
1384,473,413,230,12363.54
1385,474,435,244,51543.96
1386,474,164,134,2610.73
1387,474,186,472,257306.33
1388,475,318,301,115622.55
1389,475,221,49,10268.21
1390,475,482,29,686.99
1391,475,135,380,661906.55
1392,475,122,461,397709.22
1393,476,176,381,12090.22
1394,476,215,484,716504.15
1395,476,84,164,2786.03
1396,476,406,21,191.49
1397,476,263,392,37790.47
1398,477,126,438,228264.67
1399,478,196,416,160859.93
1400,479,226,165,8142.61
1401,479,154,286,9601.7
1402,479,205,134,11754.78
1403,480,83,201,16032.5
1404,481,398,399,171379.21
1405,481,157,150,47681.5
1406,482,337,151,40857.16
1407,482,8,33,3256.44
1408,483,110,357,15718.7
1409,483,257,12,3450.82
1410,484,96,410,12609.31
1411,485,313,150,6604.58
1412,485,184,316,39544.17
1413,486,54,59,14775.54
1414,486,64,19,976.75
1415,486,119,123,251856.95
1416,487,66,382,16356.3
1417,487,108,433,22658.96
1418,487,350,225,11779.06
1419,488,141,287,47186.15
1420,488,320,486,15142.95
1421,488,118,185,11599.29
1422,489,144,431,25304.41
1423,489,112,246,26226.45
1424,489,437,265,18782.79
1425,490,276,354,133250.59
1426,490,200,216,19059.99
1427,491,448,50,2026.22
1428,491,414,297,67332.63
1429,491,305,52,3549.68
1430,491,476,281,6514.72
1431,491,172,159,5309.13
1432,492,154,355,11425.29
1433,492,498,89,18308.31
1434,492,218,95,235482.5
1435,492,144,299,17529.34
1436,493,14,394,83066.85
1437,494,115,390,95265.25
1438,494,44,130,65632.93
1439,494,91,285,62740.7
1440,494,267,320,104732.22
1441,494,263,73,7857.82
1442,495,322,118,3662.87
1443,495,441,302,974493.16
1444,496,120,402,30466.82
1445,496,316,386,8828.81
1446,497,378,219,424298.0
1447,497,94,121,21776.81
1448,497,335,316,110842.98
1449,497,483,404,35939.71
1450,497,282,64,62041.17
1451,498,372,267,1110776.21
1452,498,250,210,33418.79
1453,498,8,216,18826.55
1454,499,62,156,36994.89
1455,499,106,240,118227.86
1456,499,188,457,28794.77
1457,499,18,157,31311.29
1458,500,118,400,23905.25
1459,500,35,98,23757.77
1460,500,128,60,2815.28
1461,501,350,224,11438.54
1462,501,24,335,39489.76
1463,501,266,124,73368.28
1464,501,162,327,7963.79
1465,502,97,316,79757.8
1466,503,219,494,217035.71
1467,503,224,322,17017.58
1468,503,311,301,96040.95
1469,503,442,360,302133.64
1470,504,83,21,1900.45
1471,504,270,462,18043.25
1472,504,421,209,30160.35
1473,505,269,445,13458.86
1474,505,251,244,44598.94
1475,506,189,99,3615.65
1476,506,284,374,161475.94
1477,507,280,77,7338.91
1478,507,20,467,51050.02
1479,507,395,305,37250.23
1480,508,215,360,530983.41
1481,508,278,133,7244.25
1482,509,221,266,51153.71
1483,509,259,421,148003.06
1484,509,26,179,95361.65
1485,509,140,475,52105.4
1486,510,237,379,112307.87
1487,510,73,13,650.55
1488,510,334,359,58931.97
1489,510,249,453,47037.51
1490,511,458,451,856359.17
1491,511,421,410,58284.06
1492,511,314,143,5301.2
1493,511,14,285,54680.09
1494,512,172,341,11195.94
1495,512,490,375,58727.37
1496,512,496,256,8052.02
1497,512,178,40,9157.11
1498,512,48,213,8072.89
1499,513,299,196,78902.47
1500,514,442,332,296753.71
1501,514,402,229,7101.45
1502,514,271,63,12786.61
1503,514,426,144,78481.65
1504,514,116,306,108450.08
1505,515,212,379,1322315.47
1506,516,456,346,45037.63
1507,516,326,477,3265.46
1508,516,441,257,821808.56
1509,516,252,59,1790.09
1510,517,116,244,87837.36
1511,518,316,395,8334.91
1512,518,198,143,8813.66
1513,518,66,362,15050.09
1514,518,288,413,18061.13
1515,519,358,300,17946.36
1516,519,288,28,1410.36
1517,519,132,85,407375.58
1518,520,437,123,9736.38
1519,521,361,195,619037.34
1520,521,306,167,7940.04
1521,521,359,91,155802.49
1522,521,166,166,1369.85
1523,521,209,235,40505.99
1524,522,293,390,154680.04
1525,522,63,75,2834.72
1526,523,324,449,6972.8
1527,523,402,336,9791.89
1528,523,452,445,1818047.25
1529,524,46,85,60239.28
1530,524,480,142,5480.77
1531,524,203,270,179836.53
1532,525,145,217,12502.29
1533,525,423,470,42939.25
1534,525,353,186,57307.35
1535,525,472,310,162349.72
1536,525,465,170,14477.17
1537,526,484,453,8591.27
1538,526,297,341,101293.17
1539,526,128,278,11708.48
1540,526,34,257,45519.11
1541,527,456,352,48965.42
1542,528,108,125,6851.48
1543,528,484,124,2317.76
1544,528,146,321,13008.96
1545,529,403,342,25210.63
1546,530,29,245,8874.69
1547,530,184,336,42572.17
1548,530,419,440,212241.9
1549,530,358,429,27148.32
1550,531,342,469,154292.11
1551,531,214,113,26205.01
1552,531,100,26,3279.29
1553,531,391,60,20260.82
1554,531,357,269,19148.72
1555,532,88,283,22567.9
1556,532,321,285,3795.77
1557,532,347,418,131572.09
1558,532,475,300,30536.37
1559,532,110,135,6328.86
1560,533,55,363,675048.27
1561,533,158,449,178481.06
1562,534,499,100,41322.86
1563,534,251,321,57989.81
1564,534,268,152,9053.73
1565,534,335,107,41213.82
1566,535,237,473,139283.62
1567,536,493,165,9993.04
1568,536,459,126,60005.57
1569,536,188,399,26309.7
1570,536,337,247,60482.92
1571,536,354,461,76550.78
1572,537,405,414,19863.89
1573,537,162,110,2822.85
1574,537,44,236,108507.53
1575,538,140,61,7830.95
1576,538,336,120,5132.02
1577,539,268,301,16485.11
1578,539,343,230,18639.06
1579,539,166,67,598.99
1580,540,64,408,18677.07
1581,540,484,311,5822.92
1582,540,156,324,6069.56
1583,540,293,10,4220.27
1584,541,102,317,90229.91
1585,541,188,333,20979.1
1586,541,114,269,42484.53
1587,541,15,155,49201.03
1588,542,389,145,4159.29
1589,542,65,137,9694.24
1590,542,398,357,147257.81
1591,543,217,330,121976.62
1592,543,36,397,146555.22
1593,543,458,259,470823.47
1594,544,26,250,123222.05
1595,544,273,101,23295.73
1596,544,41,231,756772.96
1597,544,210,58,191808.25
1598,544,230,236,35093.95
1599,545,182,431,127254.35
1600,545,202,408,272815.1
1601,545,307,128,4354.43
1602,545,285,266,22693.89
1603,545,52,402,1537147.94
1604,546,298,360,572841.76
1605,547,29,117,4459.24
1606,547,436,89,40090.59
1607,547,37,108,7607.47
1608,547,199,412,664789.3
1609,547,382,90,16919.17
1610,548,176,176,6363.12
1611,548,407,252,28752.76
1612,549,351,409,83506.56
1613,549,408,127,11441.66
1614,549,263,251,26069.5
1615,549,293,437,163978.4
1616,550,321,166,2217.38
1617,550,194,191,33990.27
1618,551,78,240,85009.34
1619,551,169,298,25585.76
1620,551,224,223,11456.46
1621,552,349,38,1461.23
1622,552,299,191,78093.69
1623,552,176,81,3140.0
1624,552,120,402,28813.95
1625,553,406,116,1030.9
1626,553,325,141,5591.33
1627,554,315,22,2500.4
1628,554,64,414,18412.32
1629,554,289,295,50719.67
1630,555,87,418,44595.91
1631,555,370,267,639877.95
1632,556,478,64,26778.93
1633,556,370,92,245644.68
1634,556,431,255,48151.62
1635,557,427,250,83180.36
1636,557,302,494,99404.71
1637,557,196,347,137241.97
1638,557,440,475,46280.33
1639,557,318,137,55032.1
1640,558,229,310,7986.9
1641,558,83,61,5225.71
1642,558,386,185,8190.19
1643,558,6,199,1706.1
1644,558,123,155,84635.5
1645,559,196,460,189297.14
1646,559,153,176,8789.36
1647,560,221,432,78627.17
1648,560,409,87,10104.37
1649,560,122,303,264405.93
1650,560,84,55,993.35
1651,561,334,303,49033.07
1652,561,115,348,82830.95
1653,561,9,281,27234.14
1654,562,400,81,2518.9
1655,563,56,455,53443.1
1656,564,268,500,30099.35
1657,564,150,473,92070.67
1658,564,365,392,29157.83
1659,565,367,174,218355.05
1660,565,189,245,7868.57
1661,566,299,356,143795.15
1662,566,189,142,4813.24
1663,567,117,81,5113.61
1664,568,374,228,42538.73
1665,568,58,259,509468.26
1666,568,186,435,229349.55
1667,568,132,477,2144244.93
1668,569,483,18,1834.22
1669,569,187,26,9973.43
1670,569,188,457,30854.26
1671,570,362,261,221197.25
1672,570,254,180,41750.44
1673,570,106,386,188361.53
1674,570,440,57,6321.49
1675,570,358,409,24012.51
1676,571,340,418,41504.36
1677,571,321,445,5430.41
1678,572,448,322,11699.98
1679,572,492,107,3421.24
1680,572,464,402,20793.06
1681,572,367,428,497213.86
1682,573,464,465,24566.51
1683,573,72,388,184866.34
1684,573,435,179,38038.59
1685,573,51,341,2702970.57
1686,574,58,280,549770.44
1687,574,350,388,20724.68
1688,574,304,231,10400.12
1689,574,376,215,22037.32
1690,575,66,329,14264.64
1691,576,277,14,1066.61
1692,577,255,87,28267.4
1693,577,424,124,13244.96
1694,577,316,403,8583.35
1695,577,26,244,122374.68
1696,578,441,404,1382558.33
1697,578,252,483,13022.84
1698,579,425,88,8491.24
1699,579,146,85,3662.65
1700,579,115,102,25663.15
1701,579,82,283,7995.42
1702,579,440,442,39944.88
1703,580,347,286,93101.06
1704,580,457,45,15179.05
1705,581,346,485,238320.57
1706,581,366,116,83205.62
1707,581,62,93,22836.55
1708,582,339,129,60977.62
1709,582,223,121,3714.78
1710,582,496,23,760.81
1711,583,471,73,24124.98
1712,583,261,202,29479.52
1713,583,69,454,12447.56
1714,583,396,388,7822.22
1715,584,260,238,27306.97
1716,585,43,115,70474.39
1717,585,235,312,30197.53
1718,586,32,99,12406.34
1719,587,475,380,38651.74
1720,587,383,93,3677.35
1721,587,22,71,27349.03
1722,587,274,389,68225.42
1723,587,40,393,32581.26
1724,588,259,107,38534.03
1725,588,478,56,24824.78
1726,588,12,194,6009.03
1727,588,104,270,33332.29
1728,589,410,18,3474.17
1729,589,397,421,102054.74
1730,589,500,449,47329.54
1731,589,339,194,91755.93
1732,590,108,232,12798.12
1733,591,374,127,26101.28
1734,591,372,53,249401.17
1735,591,44,424,201902.41
1736,592,154,18,675.8
1737,592,348,150,10871.41
1738,592,423,469,43603.31
1739,592,286,82,60738.59
1740,593,323,299,20560.27
1741,593,386,275,11251.84
1742,594,316,400,8241.83
1743,594,453,315,116427.61
1744,594,103,453,38918.19
1745,594,78,160,60629.99
1746,595,414,431,89187.33
1747,595,454,98,24488.18
1748,595,106,275,148118.7
1749,595,159,389,18697.1
1750,596,62,196,46633.03
1751,596,156,66,1379.82
1752,597,157,264,75708.13
1753,598,358,330,19961.2
1754,598,369,440,60515.16
1755,598,391,174,51766.59
1756,598,500,23,2809.32
1757,599,214,27,6839.65
1758,599,426,83,48872.24
1759,599,108,33,1952.56
1760,599,20,400,46635.31
1761,600,99,96,40316.79
1762,600,291,17,123911.17
1763,600,114,124,20176.91
1764,600,236,43,974.12
1765,600,455,253,497184.51
1766,601,180,448,59492.5
1767,601,61,235,31836.35
1768,601,50,318,784262.5
1769,601,158,10,4522.38
1770,602,19,470,195503.43
1771,602,246,75,699.07
1772,602,275,286,56492.2
1773,602,383,324,11398.08
1774,603,235,254,23734.83
1775,604,238,110,41627.42
1776,604,156,273,4768.42
1777,604,231,492,123002.15
1778,604,81,347,4038.19
1779,604,280,58,5716.88
1780,605,221,464,88973.19
1781,605,179,137,61763.97
1782,605,162,104,2711.37
1783,606,321,178,2434.85
1784,606,316,246,5442.32
1785,606,227,276,10141.31
1786,607,463,399,12357.61
1787,607,155,177,19128.24
1788,607,97,348,83715.55
1789,608,205,392,33634.25
1790,609,263,333,31337.01
1791,609,244,111,1993.61
1792,609,199,17,31044.86
1793,609,278,27,1575.53
1794,610,53,92,39962.5
1795,610,83,15,1339.44
1796,611,275,449,88471.92
1797,611,320,331,10668.52
1798,611,313,305,12777.12
1799,611,301,119,22148.66
1800,612,101,289,45805.01
1801,612,497,391,86706.78
1802,612,327,403,51292.07
1803,613,174,182,40871.82
1804,613,271,105,20304.56
1805,613,288,423,19369.78
1806,614,359,243,375445.39
1807,614,134,352,76719.46
1808,614,362,400,348125.39
1809,614,235,42,4506.3
1810,614,296,228,27798.13
1811,615,62,74,17693.62
1812,615,456,244,33522.04
1813,615,121,71,263499.06
1814,615,217,161,61744.64
1815,615,479,187,10637.89
1816,616,432,293,31851.79
1817,616,314,52,2074.92
1818,616,420,268,26822.64
1819,616,491,429,92946.2
1820,617,298,109,183002.09
1821,617,214,358,76883.47
1822,617,344,18,1941.07
1823,617,54,391,87776.2
1824,617,65,317,22133.65
1825,618,116,450,155641.73
1826,618,381,34,7050.68
1827,618,137,195,75170.5
1828,618,195,365,95070.73
1829,618,483,281,24443.69
1830,619,453,61,24829.29
1831,619,38,335,22607.24
1832,620,371,125,1057947.82
1833,620,160,394,11652.32
1834,620,37,286,19691.8
1835,620,449,322,47413.3
1836,620,178,113,24391.54
1837,621,3,161,14234.68
1838,621,16,277,8954.85
1839,621,419,467,218694.89
1840,621,339,174,78203.67
1841,622,69,10,289.48
1842,622,336,372,15071.75
1843,622,464,169,8875.85
1844,623,165,314,13169.92
1845,623,285,40,3993.47
1846,623,7,81,9017.89
1847,623,230,431,62770.61
1848,623,446,423,240015.37
1849,624,424,210,21810.21
1850,624,12,340,9900.99
1851,625,114,109,17916.04
1852,625,490,189,32093.92
1853,625,164,495,8679.77
1854,625,334,467,74359.93
1855,625,449,381,58085.09
1856,626,359,115,183550.98
1857,626,413,354,17778.59
1858,627,418,15,2976.45
1859,627,69,276,7212.96
1860,627,373,62,21660.65
1861,628,135,251,417798.81
1862,628,11,234,42992.4
1863,628,73,73,3594.25
1864,628,348,322,21682.46
1865,628,351,46,10590.77
1866,629,307,458,14652.27
1867,629,384,30,1729.2
1868,629,41,466,1457162.09
1869,630,369,228,32501.95
1870,630,90,458,85023.64
1871,630,426,453,237676.42
1872,630,38,398,25849.58
1873,631,269,62,1946.41
1874,631,352,384,42905.89
1875,631,39,316,510632.84
1876,631,129,133,24081.66
1877,631,246,350,2946.61
1878,632,475,225,21718.71
1879,632,235,63,6803.03
1880,632,316,153,3583.13
1881,632,18,385,73226.74
1882,633,46,337,211592.97
1883,633,348,224,15441.59
1884,633,251,138,27842.75
1885,634,459,16,7974.02
1886,635,37,134,9333.01
1887,635,32,123,14573.93
1888,635,76,350,6562.48
1889,635,40,409,33303.88
1890,636,284,297,123947.02
1891,636,461,299,53571.04
1892,636,475,275,29069.54
1893,636,244,351,5721.14
1894,637,19,65,29250.07
1895,637,282,416,360356.38
1896,637,108,60,3560.24
1897,637,8,70,7104.1
1898,637,269,132,3993.65
1899,638,329,225,24331.75
1900,638,39,377,601347.86
1901,638,264,187,21831.61
1902,638,143,235,7804.3
1903,638,101,303,50299.19
1904,639,200,491,45186.87
1905,640,76,352,7083.61
1906,640,461,120,23109.32
1907,640,182,22,7634.03
1908,640,447,178,231949.42
1909,641,455,420,785217.17
1910,641,456,243,33453.9
1911,641,275,139,29157.98
1912,641,375,359,544321.2
1913,642,141,151,26442.03
1914,642,246,34,316.95
1915,643,122,403,375664.83
1916,643,379,117,55590.6
1917,643,328,452,34886.41
1918,644,164,389,6918.3
1919,644,155,188,20779.87
1920,644,38,98,7512.31
1921,645,420,180,19526.68
1922,646,203,388,260100.47
1923,646,288,126,5780.77
1924,646,227,166,6264.45
1925,646,56,379,41182.28
1926,646,198,217,12531.99
1927,647,343,337,25341.18
1928,647,94,205,33971.58
1929,647,164,448,8241.58
1930,647,32,189,22036.77
1931,648,377,468,167362.98
1932,648,63,91,3667.27
1933,648,254,175,39018.59
1934,648,3,107,9575.88
1935,649,152,368,213354.84
1936,649,449,161,25646.02
1937,649,185,285,20685.88
1938,649,169,326,28940.54
1939,649,7,111,11654.0
1940,650,63,478,17256.37
1941,650,466,217,10447.5
1942,650,35,84,20415.53
1943,650,494,282,59490.57
1944,650,350,78,4665.53
1945,651,410,442,83115.23
1946,652,241,324,4158.28
1947,652,378,52,113346.04
1948,652,19,125,52341.97
1949,653,188,135,9340.46
1950,654,304,23,1113.39
1951,654,299,436,170970.14
1952,654,159,122,5887.68
1953,655,63,235,8276.56
1954,655,366,120,85762.7
1955,656,429,134,4978.03
1956,656,99,449,174857.7
1957,656,488,439,39748.21
1958,657,55,292,546584.08
1959,657,419,108,53229.0
1960,657,191,444,65909.88
1961,657,30,214,8258.27
1962,657,386,464,20622.42
1963,658,307,392,12525.64
1964,658,29,417,15792.11
1965,658,313,421,18420.99
1966,658,34,230,38452.8
1967,659,414,173,39383.09
1968,659,351,49,11349.02
1969,660,119,174,374709.9
1970,660,449,369,53255.47
1971,661,156,306,5344.17
1972,661,29,479,17761.88
1973,661,191,269,40772.2
1974,661,267,284,86699.94
1975,661,496,423,13302.62
1976,662,484,378,6729.48
1977,662,26,369,184891.82
1978,663,388,430,24703.98
1979,663,384,248,12528.71
1980,663,454,438,95137.35
1981,663,343,326,25224.3
1982,663,336,312,12473.91
1983,664,272,21,3058.94
1984,664,477,296,77484.26
1985,665,434,254,54242.37
1986,665,102,85,26898.24
1987,665,120,191,14415.8
1988,666,195,301,72631.82
1989,666,346,469,243595.66
1990,666,455,375,747892.1
1991,667,343,370,29674.6
1992,667,264,78,9961.66
1993,667,384,120,6634.65
1994,667,8,168,15502.74
1995,668,208,179,8475.91
1996,668,115,418,106479.52
1997,668,245,494,21032.61
1998,669,493,358,21330.58
1999,669,406,451,3552.65
2000,669,202,322,213915.84
2001,669,375,396,601391.97
2002,669,277,71,5649.84
2003,670,351,324,61399.47
2004,671,229,383,9629.95
2005,671,313,109,4793.71
2006,671,489,317,34465.91
2007,671,215,101,158759.52
2008,672,397,342,87633.32
2009,673,131,179,1220256.03
2010,674,347,303,102563.37
2011,674,431,360,63989.65
2012,674,445,218,14760.99
2013,674,153,252,11108.74
2014,675,119,103,211344.86
2015,675,327,191,25096.96
2016,675,189,230,7817.64
2017,676,410,56,10966.5
2018,676,486,215,1745.3
2019,676,290,189,571978.22
2020,676,458,334,612519.18
2021,677,86,394,2661.43
2022,677,85,141,5710.08
2023,677,387,320,10042.96
2024,677,256,295,9205.96
2025,678,393,58,2597.12
2026,678,10,280,38176.87
2027,678,50,177,442217.24
2028,679,121,419,1442269.32
2029,680,11,201,39281.99
2030,680,193,499,126813.77
2031,680,38,335,22573.98
2032,680,122,103,98363.79
2033,680,59,186,89116.33
2034,681,191,317,46303.81
2035,681,119,100,230803.29
2036,682,185,269,19459.19
2037,682,483,429,38516.49
2038,683,488,29,3069.07
2039,683,237,464,137431.1
2040,683,282,491,401022.27
2041,683,432,488,49287.66
2042,683,457,159,49878.55
2043,684,38,312,20788.12
2044,684,99,470,172741.4
2045,685,49,318,49779.37
2046,685,231,323,88015.02
2047,686,455,485,973732.69
2048,686,475,435,43619.66
2049,686,482,239,5446.43
2050,686,494,352,75940.71
2051,687,376,136,14469.35
2052,687,104,132,18498.78
2053,687,353,261,72882.49
2054,688,492,31,1025.66
2055,688,342,479,171194.16
2056,688,442,255,231945.92
2057,688,216,475,58453.52
2058,689,177,60,16495.76
2059,689,126,56,31722.3
2060,689,374,174,35568.49
2061,689,232,298,172888.04
2062,689,233,282,13107.26
2063,690,296,339,39336.08
